ID	Traditional	Pinyin	POS	Meaning
B4L05-I-25	啃老族	kěnlǎozú	N	"a ""sponge"", a ""parasite"", somebody who feeds off the old (啃老 kěnlǎo, live off of one's parents, lit. gnaw on the old)"
B4L05-I-26	收攤	shōutān	V-sep	to close up shop (said of streets stalls)
B4L05-I-27	清潔隊員	qīngjié duìyuán		cleaning squad, street cleaners (清潔 qīngjié, to clean; 隊員 -duìyuán, team member)
B4L05-I-28	擺地攤	bǎi dìtān		to have a street stall
B4L05-I-29	大多數	dàduōshù		most, the majority of
B4L05-I-30	話說回來	huàshuō huílái		on the other hand, however
B4L05-I-31	自食其力	zìshí qílì		to rely on yourself, to stand on your own two feet
B4L05-I-32	下一期	xiàyìqí		next issue (of a periodical)
B4L05-II-01	段	duàn	M	a period of (time)
B4L05-II-02	物價	wùjià	N	prices, commodity prices
B4L05-II-03	上漲	shàngzhǎng	Vp	to rise (of prices)
B4L05-II-04	所得	suǒdé	N	income
B4L05-II-05	漲	zhǎng	Vp	to rise (as of prices and water level)
B4L05-II-06	勉強	miǎnqiǎng	Adv	barely, with great reluctance
B4L05-II-07	根本	gēnběn	Adv	at all, in the slightest
B4L05-II-08	組織	zǔzhī	N	organization
B4L05-II-09	抗議	kàngyì	V	to protest again
B4L05-II-10	地價	dìjià	N	land prices
B4L05-II-11	房價	fángjià	N	house prices
B4L05-II-12	高漲	gāozhǎng	Vs	to (upward) surge
B4L05-II-13	造成	zàochéng	Vpt	to cause, produce, make
B4L05-II-14	統計	tǒngjì	N	statistics
B4L05-II-15	窮忙	qióngmáng	Vs	busy doing things without achieving anything
B4L05-II-16	全球	quánqiú	N	global, worldwide
B4L05-II-17	景氣	jǐngqì	Vs	prosperous, booming, economic conditions
B4L05-II-18	施行	shīxíng	V	to implement, put into effect
B4L05-II-19	薪資	xīnzī	N	pay, salary, wages
B4L05-II-20	多年	duōnián	N	for many years, for so long
B4L05-II-21	未	wèi	Adv	not yet (formal)
B4L05-II-22	調高	tiáogāo	V	to adjust upward
B4L05-II-23	裁員	cáiyuán	Vi	to lay off
B4L05-II-24	觀察	guānchá	V	to observe, note
B4L05-II-25	彩券	cǎiquàn	N	lottery
B4L05-II-26	中獎	zhòngjiǎng	Vp-sep	to win (a prize or lottery), to hit a jackpot
B4L05-II-27	做夢	zuòmèng	V-sep	to dream
B4L05-II-28	發財	fācái	Vp-sep	to strike it rich
B4L05-II-29	臉色	liǎnsè	N	countenance (mood shown on face)
B4L05-II-30	報導	bàodǎo	N	report, article, story (news)
B4L05-II-31	指出	zhǐchū	V	to indicate, point out
B4L05-II-32	創業	chuàngyè	Vi	to set up a business
B4L05-II-33	餐飲業	cānyǐnyè	N	food and beverages industry
B4L05-II-34	人生	rénshēng	N	life
B4L05-II-35	及	jí	Conj	and (formal)
B4L05-II-36	挑戰	tiǎozhàn	N	challenge
B4L05-II-37	培養	péiyǎng	V	to cultivate, train, foster
B4L05-II-38	實力	shílì	N	strength (not physical strength)
B4L05-II-39	等待	děngdài	V	to wait for, await
B4L05-II-40	擁有	yǒngyǒu	Vst	to have as one's own, possess
B4L05-II-41	中國大陸	Zhōngguó Dàlù		Mainland China
B4L05-II-42	存不了	cúnbùliǎo		can't save (money)
B4L05-II-43	無殼蝸牛	wúké guāniú		"""snails without shells"" (people who cannot afford to buy their own home)"
B4L05-II-44	貧富不均	pínfù bùjūn		gap between the rich and the poor, unequal distribution of wealth
B4L05-II-45	苦哈哈	kǔ hāhā		bitter life, very poorly
B4L05-II-46	另謀發展	lìngmóu fāzhǎn		to seek opportunities elsewhere
B4L05-II-47	恨不得	hènbùdé		to be dying to, desperately
B4L05-II-48	一夜致富	yíyè zhìfù		to become rich overnight
B4L05-II-49	一片天	yípiàntiān		"""place in the sun,"" a job that makes you happy and provides you with all the money and things that you want, paradise"
B4L06-I-02	地震	dìzhèn	N	earthquake
B4L06-I-03	搖	yáo	Vp	to rock, to shake
B4L06-I-04	厲害	lìhài	Vs	fierce, formidable
B4L06-I-05	經常	jīngcháng	Adv	frequently
B4L06-I-06	倒	dǎo	Vp	to collapse
B4L06-I-07	橋	qiáo	N	bridge
B4L06-I-08	斷	duàn	Vp	to break, to snap
B4L06-I-09	多	duó	Adv	so
B4L06-I-10	地區	dìqū	N	region
B4L06-I-11	強烈	qiángliè	Vs	strong
B4L06-I-12	頻率	pínlǜ	N	frequency
B4L06-I-13	預測	yùcè	V	to predict, forecast
B4L06-I-14	徵兆	zhēngzhào	N	sign, omen
B4L06-I-15	鳥類	niǎolèi	N	birds
B4L06-I-16	鷄	jī	N	chicken
B4L06-I-17	預先	yùxiān	Adv	in advance
B4L06-I-18	老鼠	lǎoshǔ	N	mouse, rat
B4L06-I-19	貓	māo	N	cat
B4L06-I-20	馬	mǎ	N	horse
B4L06-I-21	證實	zhèngshí	V	to verify
B4L06-I-22	應變	yìngbiàn	Vi	to meet an emergency
B4L06-I-23	隨手	suíshǒu	Adv	within easy reach
B4L06-I-24	白	bái	Adv	in vain
B4L06-I-25	嫌	xián	Vst	to grumble
B4L06-I-26	事前	shìqián	Adv	in advance
B4L06-I-27	總是	zǒngshì	Adv	always
B4L06-I-28	西歐	Xī Ōu		Western Europe
B4L06-I-29	北歐	Běi Ōu		Northern Europe
B4L06-I-30	中歐	Zhōng Ōu		Central Europe
B4L06-I-31	澳洲	Àozhōu		Australia
B4L06-I-32	南美洲	Nán Měizhōu		South America
B4L06-I-33	地球科學	dìqiú kēxué		earth science studies
B4L06-I-34	菲律賓	Fēilǜbīn		the Philippines
B4L06-I-35	天搖地動	tiānyáo dìdòng		swaying heavens and trembling earth, earth-shaking
B4L06-I-36	壓死	yāsǐ		crushed to death
B4L06-I-37	災情慘重	zāiqíng cǎnzhòng		in serious danger
B4L06-I-38	東半部	dōngbànbù		the eastern half
B4L06-I-39	地震帶	dìzhēndài		seismic zone, earthquake belt
B4L06-I-40	救生包	jiùshēng bāo		survival kit, survival pack
B4L06-I-41	有備無患	yǒubèi wúhàn		be prepared, be on the safe side
B4L06-II-01	如何	rúhé	Adv	how
B4L06-II-02	逃生	táoshēng	Vi	to evacuate
B4L06-II-03	發達	fādá	Vs	advanced, developed
B4L06-II-04	天災	tiānzāi	N	natural disaster
B4L06-II-05	災害	zāihài	N	disaster, damage (from a disaster)
B4L06-II-06	程度	chéngdù	N	degree, level
B4L06-II-07	首先	shǒuxiān	Adv	first of all
B4L06-II-08	其次	qícì	Adv	second, next, then
B4L06-II-09	災難	zāinàn	N	disaster
B4L06-II-10	緊急	jǐnjí	Vs	in emergency
B4L06-II-11	必需品	bìxūpǐn	N	necessity (必需 bìxū, essential, indispensable)
B4L06-II-12	譬如	pìrú	Vst	for example, like
B4L06-II-13	手電筒	shǒudiàntǒng	N	flashlight, torch
B4L06-II-14	餅乾	bǐnggān	N	crackers, cookies
B4L06-II-15	平時	píngshí	N	in ordinary times
B4L06-II-16	狀況	zhuàngkuàng	N	situation, circumstance
B4L06-II-17	慌張	huāngzhāng	Vs	to panic, be flustered
B4L06-II-18	停電	tíngdiàn	Vp-sep	to have a power charge
B4L06-II-19	黑暗	hēiàn	N	the darkness
B4L06-II-20	方向	fāngxiàng	N	direction
B4L06-II-21	集合	jíhé	Vi	to meet, assemble
B4L06-II-22	裂縫	lièfèng	N	crack
B4L06-II-23	瓦斯	wǎsī	N	natural gas
B4L06-II-24	開關	kāiguān	N	switch
B4L06-II-25	火災	huǒzāi	N	fire (disaster), conflagration
B4L06-II-26	門框	ménkuāng	N	door frame
B4L06-II-27	歪	wāi	Vp	askew, slanted, crooked
B4L06-II-28	頭部	tóubù	N	head
B4L06-II-29	冷靜	lěngjìng	Vs	cool-headed, calm
B4L06-II-30	穩	wěn	Vs	steady
B4L06-II-31	櫃子	guìzi	N	closet, cabinet
B4L06-II-32	牆壁	qiángbì	N	wall
B4L06-II-33	倒塌	dǎotā	Vp	to collapse
B4L06-II-34	電梯	diàntī	N	elevator
B4L06-II-35	反而	fǎn'ér	Conj	on the contrary, rather
B4L06-II-36	堅固	jiānggù	Vs	strong, firm, solid
B4L06-II-37	柱子	zhùzi	N	pillar, column
B4L06-II-38	碰	pèng	V	to hit, bump into
B4L06-II-39	形成	xíngchéng	V	to form
B4L06-II-40	三角形	sānjiǎoxíng	N	triangle
B4L06-II-41	保持	bǎochí	V	to remain, stay
B4L06-II-42	平靜	píngjìng	Vs	calm
B4L06-II-43	指示	zhǐshì	N	instruction, commands
B4L06-II-44	救援	jiùyuán	Vi	to rescue
B4L06-II-45	行動	xíngdòng	N	activity, action, operations
B4L06-II-46	掉下來	diàoxiàlái		to fall down, to drop
B4L06-II-47	倒下來	dǎoxiàlái		to fall over, to collapse
B4L06-II-48	救災人員	jiùzāi rényuán		rescue personnel
B4L07-I-01	博文	Bówén		a senior in college
B4L07-I-02	玉珍	Yùzhēn		a sophomore in college
B4L07-I-03	學妹	xuémèi	N	female lower classmate (see culture notes)
B4L07-I-04	學弟	xuédì	N	male lower classmates
B4L07-I-05	彈	tán	V	to play (piano, guitar)
B4L07-I-06	吉他	jítā	N	guitar
B4L07-I-07	交	jiāo	V	to submit, hand in
B4L07-I-08	家教	jiājiào	N	coach, tutor
B4L07-I-09	學長	xuézhǎng	N	male upper classmates
B4L07-I-10	還	hái	Adv	to one's surprise
B4L07-I-11	進度	jìndù	N	progress
B4L07-I-12	落後	luòhòu	Vp	to fall behind, lag
B4L07-I-13	完成	wánchéng	Vpt	to complete
B4L07-I-14	一連	yìlián	Adv	in a row, in succession
B4L07-I-15	約會	yuēhuì	V-sep	to make a date/appointment
B4L07-I-16	一生	yìshēng	N	(for) one's life
B4L07-I-17	時光	shíguāng	N	time
B4L07-I-18	倒流	dàoliú	Vp	to flow backward
B4L07-I-19	加強	jiāqiáng	V	to strengthen
B4L07-I-20	至少	zhìshǎo	Adv	at least
B4L07-I-21	訓練	xùnliàn	N/V	training, to train
B4L07-I-22	外國	wàiguó	N	other countries, abroad, foreign
B4L07-I-23	爭取	zhēngqǔ	V	to vie for, compete for
B4L07-I-24	實習	shíxí	Vi	to intern
B4L07-I-25	二分之一	èrfēn zhīyī		1/2
B4L07-I-27	到時候	dàoshíhòu		at that time, when the time comes
B4L07-I-28	談戀愛	tán liànnài		to be in love, go steady (said of dating couples)
B4L07-I-29	低空飛過	dīkōng fēiguò		barely managed to pass (a test, course)
B4L07-I-30	有助於	yǒuzhùyú		to help in something, be beneficial to something
B4L07-I-31	寒暑假	hánshǔ jià		winter and summer vacations
B4L07-II-01	暗戀	ànliàn	V	to have a crush on someone
B4L07-II-02	目光	mùguāng	N	eyes, gaze
B4L07-II-03	移動	yídòng	Vi	to move
B4L07-II-04	於是	yúshì	Conj	so, whereupon
B4L07-II-05	原來	yuánlái	Adv	the truth is
B4L07-II-06	煩惱	fánnǎo	Vs	to be troubled, vexed
B4L07-II-07	擔任	dānrèn	V	to hold the post of
B4L07-II-08	學生會	xuéshēnghuì	N	student union (會 -huì, organization)
B4L07-II-09	會長	huìzhǎng	N	president of an association, club, etc... (長 -zhǎng, head)
B4L07-II-10	校隊	xiàoduì	N	school team
B4L07-II-11	隊員	duìyuán	N	team member (員 -yuán, person)
B4L07-II-12	高大	gāodà	Vs	tall and big, bulky
B4L07-II-13	帥氣	shuàiqì	Vs	dashing, handsome
B4L07-II-14	雙	shuāng	M	a pair of
B4L07-II-15	開朗	kāilǎng	Vs	cheerful
B4L07-II-16	微笑	wéixiào	Vi	to smile
B4L07-II-17	情人節	qíngrénjié	N	Valentine's Day (節 -jié, holiday, day)
B4L07-II-18	親手	qīnshǒu	Adv	personally, with one's one hands
B4L07-II-19	巧克力	qiǎokèlì	N	chocolate
B4L07-II-20	當天	dāngtiān	N	that day
B4L07-II-21	堆	duī	M	a pile of
B4L07-II-22	向	xiàng	Prep	to
B4L07-II-23	告白	gàobái	Vi	to confess
B4L07-II-24	萬人迷	wànrénmí	N	heartthrob (迷 -mí, charmer)
B4L07-II-25	交往	jiāowǎng	Vi	to go steady, to date
B4L07-II-26	系花	xìhuā	N	department beauty, the most beautiful girl in a department
B4L07-II-27	追	zhuī	V	to chase, woo
B4L07-II-28	情書	qíngshū	N	love letter
B4L07-II-29	態度	tàidù	N	attitude
B4L07-II-30	曖昧	àimèi	Vs	ambiguous (about one's relationship)
B4L07-II-31	甜蜜	tiánmì	Vs	sweet
B4L07-II-32	溫柔	wēnróu	Vs	tender
B4L07-II-33	訊息	xùnxí	N	message
B4L07-II-34	忌妒	jìdù	Vst	to be jealous
B4L07-II-35	安全感	ānquángǎn	N	the feeling of security (感 -gǎn, sense/feeling of)
B4L07-II-36	吃醋	chīcù	Vp-sep	to be jealous
B4L07-II-37	吵架	chǎojià	V-sep	to quarrel, fight, argue
B4L07-II-38	牽	qiān	V	to hold
B4L07-II-39	吻	wěn	V	to kiss
B4L07-II-40	劈腿	pītuǐ	Vp-sep	to two-time
B4L07-II-41	糟糕	zāogāo	Ptc	oh no, how terrible, what bad luck!
B4L07-II-42	荷清源	Hé Qīngyuán		a male college student
B4L07-II-43	林榮華	Lín Rónghuá		a male college student
B4L07-II-44	一見鍾情	yíjiàn zhōngqíng		love at first sight
B4L07-II-45	一舉一動	yìjǔ yídòng		every move
B4L07-II-46	前一天	qián yì tiān		the day before
B4L07-II-47	已讀不回	yǐdú bùhuí		read without reply
B4L08-I-01	王麗華	Wáng Lìhuá		a woman from Taiwan
B4L08-I-02	魯亞	Lǔ Yǎ		a man from Turkey
B4L08-I-03	論文	lùnwén	N	thesis, dissertation, scholarly article
B4L08-I-04	反正	fǎnzhèng	Adv	in any case
B4L08-I-05	不只	bùzhǐ	Adv	not only
B4L08-I-06	哈	hā	Ptc	ha
B4L08-I-07	代替	dàitì	V	to substitute, to be in place of
B4L08-I-08	獨自	dúzì	Adv	alone, by oneself
B4L08-I-09	難免	nánmiǎn	Adv	inevitably, hard to avoid
B4L08-I-10	費用	fèiyòng	N	costs, expense
B4L08-I-11	觀念	guānniàn	N	concept, notion
B4L08-I-12	代	dài	N	generation
B4L08-I-13	婚姻	hūnyūn	N	marriage
B4L08-I-14	束縛	shùfú	V	to be fettered by, bound by, shackled by
B4L08-I-15	追求	zhuīqiú	V	to pursue
B4L08-I-16	倒是	dàoshì	Adv	on the other hand
B4L08-I-17	推行	tuīxíng	V	to promote
B4L08-I-18	生育	shēngyù	V/N	to have babies; reproduction; childbirth
B4L08-I-19	補助	bǔzhù	V/N	to subsidize; subsidy, allowance
B4L08-I-20	老人	lǎorén	N	old people, seniors
B4L08-I-21	夫婦	fūfù	N	husband and wife, couple (夫 -fū, man; 婦 -fù, woman)
B4L08-I-22	獨生子	dúshēngzǐ	N	only child (male)
B4L08-I-23	寵	chǒng	Vst	to spoil (somebody)
B4L08-I-24	職業	zhíyè	N	occupation, profession
B4L08-I-25	婦產科	fùchǎnkē	N	obstetrics and gynecology, OB/GYN ( 婦 -fù; 產 -chǎn, produce; 科 -kē, department)
B4L08-I-26	失業	shīyè	Vp	to lose one's job, to become unemployed
B4L08-I-27	補習班	bǔxíbān		cram school (補習 bǔxī, supplement studies; 班 -bān, class)
B4L08-I-28	不可思議	bùkě sīyì		hard to comprehend, beyond logic, unbelieveable
B4L08-I-29	有話直說	yǒuhuà zhíshuō		to be frank, don't hold anything back, spit it out
B4L08-I-30	娃娃推車	wáwa tuīchē		baby carriage
B4L08-I-31	不足為奇	bùzú wéiqí		nothing strange, not surprising at all
B4L08-I-32	遠遠	yuǎnyuǎn		by far
B4L08-I-33	傳宗接代	chuánzōng jiēdài		carry on the family line
B4L08-I-34	無拘無束	wújū wúshù		carefree, free, do as one pleases
B4L08-I-35	老一輩	lǎoyíbèi		the older generation
B4L08-I-36	一胎化政策	yìtāihuà zhèngcè		One Child Policy
B4L08-I-37	這下子	zhèxiàzi		as a consequence
B4L08-II-01	已	yǐ	Adv	already (formal)
B4L08-II-02	生育率	shēngyùlǜ	N	birthday rate (率 -lǜ, rate)
B4L08-II-03	離婚	líhūn	Vp-sep	to get divorced
B4L08-II-04	年齡	niánlíng	N	age
B4L08-II-05	較	jiào	Adv	comparatively more (formal)
B4L08-II-06	使	shǐ	Vst	to cause
B4L08-II-07	行業	hángyè	N	business, walks of life
B4L08-II-08	重大	zhòngdà	Vs	enormous, heavy
B4L08-II-09	幼稚園	yòuzhìyuán	N	kindergarten
B4L08-II-10	招生	zhāoshēng	Vi	to recruit students, find students
B4L08-II-11	減班	jiǎnbān	Vp-sep	to reduce enrollments
B4L08-II-12	將	jiāng	Adv	will soon
B4L08-II-13	少子化	shǎozǐhuà	Vp	low birth rate (少 -shǎo 子zǐ 化huà
B4L08-II-14	連鎖	liánsuǒ	Vs-attr	chain, franchise
B4L08-II-15	兒童	értóng	N	child(ren)
B4L08-II-16	美語	Měiyǔ	N	(American) English
B4L08-II-17	倒閉	dǎobì	Vp	to go out of business
B4L08-II-18	何況	hékuàng	Adv	much less, let alone
B4L08-II-19	無法	wúfǎ	Adv	to be unable to
B4L08-II-20	未來	wèilái	N	future
B4L08-II-21	遠景	yuǎnjǐng	N	future prospects
B4L08-II-22	足夠	zúgòu	Vs	enough
B4L08-II-23	加入	jiārù	V	to enter, join
B4L08-II-24	老化	lǎohuà	Vp	aging
B4L08-II-25	針對	zhēnduì	Prep	aimed at, directed at
B4L08-II-26	項	xiàng	M	item
B4L08-II-27	措施	cuòshī	N	measure
B4L08-II-28	減稅	jiǎnshuì	V-sep	to reduce taxes, tax break
B4L08-II-29	延長	yáncháng	V	to extended, make longer
B4L08-II-30	產假	chǎnjià	N	maternity leave
B4L08-II-31	托育	tuōyù	N	childcare
B4L08-II-32	胎	tāi	N	embryo, birth, child
B4L08-II-33	領	lǐng	V	to receive, withdraw (money)
B4L08-II-34	元	yuán	N	dollar (or other currency)
B4L08-II-35	成年	chéngnián	Vp	to come to age, enter adulthood
B4L08-II-36	除非	chúfēi	Conj	unless
B4L08-II-37	整體	zhěngtǐ	N	overall
B4L08-II-38	否則	fǒuzé	Conj	otherwise
B4L08-II-39	婦女	fùnǚ	N	woman
B4L08-II-40	意願	yìyuàn	N	intention
B4L08-II-41	祖父母	zǔfùmǔ	N	paternal grandparents
B4L08-II-42	孫女	sūnnǚ	N	granddaughter
B4L08-II-43	重	zhòng	Vs	heavy
B4L08-II-44	預算	yùsuàn	N	budget
B4L08-II-45	財政	cáizhèng	N	budget
B4L08-II-46	沉重	chénzhòng	Vs	heavy
B4L08-II-47	有效	yǒuxiào	Vs	effective
B4L08-II-48	正	zhèng	Adv	during the process
B4L08-II-49	考驗	kǎoyàn	V	to test out
B4L08-II-50	智慧	zhìhuì	N	wisdom
B4L08-II-51	之一	zhīyī		one of
B4L08-II-52	寧缺勿濫	níngquē wùlàn		not settle for less than perfect
B4L08-II-53	合不來	hébùlái		not get along
B4L08-II-54	生兒育女	shēng'ér yùnǚ		to have and raise children
B4L08-II-55	獨善其身	dúshàn qíshēn		to look out only for oneself, be self-centered
B4L08-II-56	停滯不前	tíngzhì bùqián		in stagnation
B4L09-I-01	逐漸	zhújiàn	Adv	gradually
B4L09-I-02	據點	jùdiǎn	N	base, stronghold
B4L09-I-03	統治	tǒngzhì	V	to rule, govern
B4L09-I-04	景點	jǐngdiǎn	N	scenic site
B4L09-I-05	繁榮	fánróng	Vs	prosperous
B4L09-I-06	港口	gǎngkǒu	N	harbor, port
B4L09-I-07	據說	jùshuō	V	it is said
B4L09-I-08	鹿	lù	N	deer
B4L09-I-09	鹿群	lùqún	N	herd of deer (群 -qún, group, crowd)
B4L09-I-10	形狀	xíngzhuàng	N	shape
B4L09-I-11	鹿角	lùjiǎo	N	deer antlers
B4L09-I-12	便	biàn	Adv	accordingly
B4L09-I-13	稱	chēng	V	to call
B4L09-I-14	動物園	dòngwùyuán	N	zoo
B4L09-I-15	皮	pí	N	skin, hides
B4L09-I-16	殺	shā	V	to kill
B4L09-I-17	數量	shùliàng	N	number, quantity
B4L09-I-18	風光	fēngguāng	N/Vs	glory
B4L09-I-19	民宅	mínzhái	N	home, people's residence
B4L09-I-20	蚵仔煎	ézǐjiān	N	oyster omelet
B4L09-I-21	哦	ó	Ptc	an interjection indicating concurrence accepting what has been presented
B4L09-I-22	該	gāi	Vaux	should, ought to (formal)
B4L09-I-23	興盛	xīngshèng	Vs	flourishing
B4L09-I-24	時期	shíqí	N	period, age
B4L09-I-25	獨木舟	dúmùzhōu	N	canoe
B4L09-I-26	為	wéi	Vst	as
B4L09-I-27	載運	zàiyùn	V	to transport
B4L09-I-28	改名	gǎimíng	V-sep	to legally change one's names
B4L09-I-29	相似	xiāngsì	Vs	similar
B4L09-I-30	沒落	mòluò	Vp	to decline, wane
B4L09-I-31	依然	yīrán	Adv	still
B4L09-I-32	保留	bǎoliú	V	to remain intact, preserve
B4L09-I-33	鹿港	Lùgǎng		Lugang
B4L09-I-34	艋舺	Měngjiǎ		Mengjia (Mangka)
B4L09-I-35	淡水河	Dànshuǐ Hé		Tamsui River (河 -hé, river)
B4L09-I-36	萬華	Wànhuá		Wanhua
B4L09-I-37	台語	Táiyǔ		Taiwanese (a Southern Min dialect)
B4L09-I-38	日語	Rìyǔ		Japanese (language)
B4L09-I-39	家喻戶曉	jiāyù hùxiǎo		widely known
B4L09-I-40	滿山遍野	mǎnshān biànyě		all over the mountains and plains
B4L09-I-41	古色古香	gǔsè gǔxiāng		to have an antique air, quaint, classical in style
B4L09-I-42	綠豆糕	lǜdòu gāo		mung-bean cake
B4L09-I-43	牛舌餅	niúshé bǐng		ox-tongue biscuit
B4L09-I-44	垂涎三尺	chuíxián sānchǐ		to salivate over, make one's mouth water
B4L09-II-01	數目	shùmù	N	amount, quantity
B4L09-II-02	大約	dàyuē	Adv	about, approximately
B4L09-II-03	佔	zhàn	Vst	"to constitute (same as ""占"")"
B4L09-II-04	自從	zìcóng	Prep	ever since
B4L09-II-05	將近	jiāngjìn	Adv	nearly, almost
B4L09-II-06	往來	wǎnglái	N	dealings, contract
B4L09-II-07	思念	sīniàn	Vst	to miss, think about, long for
B4L09-II-08	通信	tōngxìn	V-sep	to communicate, correspond by mail
B4L09-II-09	毫無	háowú	Vst	none whatsoever
B4L09-II-10	音訊	yīnxùn	N	news, information, message
B4L09-II-11	遠離	yuǎnlí	Vst	to have left far away from
B4L09-II-12	妻子	qīzi	N	wife (literary)
B4L09-II-13	永遠	yǒngyuǎn	N	always, forever
B4L09-II-14	開放	kāifàng	Vp	to open to the public
B4L09-II-15	探親	tànqīn	Vi	to visit relatives
B4L09-II-16	親人	qīnrén	N	relatives, loved ones
B4L09-II-17	打聽	dǎtīng	V	to ask about, inquire
B4L09-II-18	不禁	bùjīn	Adv	can't help but
B4L09-II-19	淚	lèi	N	tears
B4L09-II-20	尚未	shàngwèi	Adv	not yet
B4L09-II-21	出世	chūshì	Vp	to be born
B4L09-II-22	童年	tóngnián	N	childhood
B4L09-II-23	傷心	shāngxīn	Vs	sad
B4L09-II-24	筆	bǐ	M	sum of money
B4L09-II-25	仍然	rángrán	Adv	still
B4L09-II-26	原諒	yuánliàng	Vst	to forgive
B4L09-II-27	盡	jìn	V	to exhaust, do one's utmost
B4L09-II-28	究竟	jiùjìng	Adv	after all, in the end, actually
B4L09-II-29	內心	nèixīn	N	in one's heart, heart of hearts, innermost being
B4L09-II-30	創傷	chuāngshāng	N	trauma, scars
B4L09-II-31	珍惜	zhēnxí	Vst	to cherish, treasure
B4L09-II-32	精華	jīnghuá	Vs-attr	prime
B4L09-II-33	逃難	táonàn	Vi	to flee from war, natural disaster etc...
B4L09-II-34	實在	shízài	Adv	truly, really
B4L09-II-35	歲月	suìyuè	N	years, time
B4L09-II-36	遭遇	zāoyù	N/V	(unhappy) experiences, happening; to encounter, to have met with
B4L09-II-37	老兵	lǎobīng	N	old soldier, veteran
B4L09-II-38	老張	Lǎo Zhāng		Lao Zhang, a nickname for someone whose surname is Zhang
B4L09-II-39	文化大革命	Wénhuà Dà Gémìng		Cultural Revolution (1966-1976)
B4L09-II-40	落地生根	luòdì shēnggēn		to set one's roots down
