ID	Traditional	Pinyin	POS	Meaning	Tags	Audio
B2L14-I-02	徵求	zhēngqiú	V	to seek, to invite applications for		[sound:B2.14-02.002.mp3]
B2L14-I-03	教師	jiàoshī	N	instructor		[sound:B2.14-02.003.mp3]
B2L14-I-04	認為	rènwéi	Vst	to have the opinion that, to think		[sound:B2.14-02.004.mp3]
B2L14-I-05	畢業	bìyè	Vp-sep	to graduate		[sound:B2.14-02.005.mp3]
B2L14-I-06	發展	fāzhǎn	V	to develop		[sound:B2.14-02.006.mp3]
B2L14-I-07	連	lián	Prep	even		[sound:B2.14-02.007.mp3]
B2L14-I-08	想法	xiǎngfǎ	N	thoughts, way of thinking, idea		[sound:B2.14-02.008.mp3]
B2L14-I-09	不但	búdàn	Conj	not only		[sound:B2.14-02.009.mp3]
B2L14-I-10	繼續	jìxù	Vaux	to continue		[sound:B2.14-02.010.mp3]
B2L14-I-11	使用	shǐyòng	V	to make use of, to use		[sound:B2.14-02.011.mp3]
B2L14-I-12	實現	shíxiàn	Vp	to come true, to realize		[sound:B2.14-02.012.mp3]
B2L14-I-13	招待	zhāodài	V	to entertain, to play host to		[sound:B2.14-02.013.mp3]
B2L14-I-14	研究所	yánjiùsuǒ	N	graduate school		[sound:B2.14-02.014.mp3]
B2L14-I-15	聚	jù	Vi	to get together		[sound:B2.14-02.015.mp3]
B2L14-I-16	香港	Xiānggǎng		Hong Kong	Place	[sound:B2.14-02.016.mp3]
B2L14-I-17	上海	Shànghǎi		Shanghai	Place	[sound:B2.14-02.017.mp3]
B2L14-I-18	說到	shuōdào		to mention		[sound:B2.14-02.018.mp3]
B2L14-I-19	念完	niànwán		to complete (an academic program)		[sound:B2.14-02.019.mp3]
B2L14-I-20	分公司	fēngōngsī		branch office		[sound:B2.14-02.020.mp3]
B2L14-I-21	捨不得	shěbùde		reluctant to part with		[sound:B2.14-02.021.mp3]
B2L14-I-22	聚一聚	jù yí jù		get together		[sound:B2.14-02.022.mp3]
B2L14-II-01	當時	dāngshí	Adv	at that time		[sound:B2.14-04.001.mp3]
B2L14-II-02	聲調	shēngdiào	N	tones		[sound:B2.14-04.002.mp3]
B2L14-II-03	發音	fāyīn	N	pronunciation		[sound:B2.14-04.003.mp3]
B2L14-II-04	準	zhǔn	Vs	to be accurate		[sound:B2.14-04.004.mp3]
B2L14-II-05	企業	qìyè	N	enterprise		[sound:B2.14-04.005.mp3]
B2L14-II-06	管理	guǎnlǐ	N	management		[sound:B2.14-04.006.mp3]
B2L14-II-07	系	xì	N	academic department (of a university)		[sound:B2.14-04.007.mp3]
B2L14-II-08	經濟	jīngjì	N	economy		[sound:B2.14-04.008.mp3]
B2L14-II-09	幫助	bāngzhù	N	help		[sound:B2.14-04.009.mp3]
B2L14-II-10	有關	yǒuguān	Vst	to be related to		[sound:B2.14-04.010.mp3]
B2L14-II-11	語法	yǔfǎ	N	syntax, grammar		[sound:B2.14-04.011.mp3]
B2L14-II-12	研究	yánjiù	V	to do research in		[sound:B2.14-04.012.mp3]
B2L14-II-13	教書	jiāoshū	V-sep	to teach		[sound:B2.14-04.013.mp3]
B2L14-II-14	方法	fāngfǎ	N	method, approach		[sound:B2.14-04.014.mp3]
B2L14-II-15	目的	mùdì	N	goal, objective (long term)		[sound:B2.14-04.015.mp3]
B2L14-II-16	國際	guójì	Vs-attr	international		[sound:B2.14-04.016.mp3]
B2L14-II-17	翻譯	fānyì	N	translator, interpreter		[sound:B2.14-04.017.mp3]
B2L14-II-18	外交	wàijiāo	N	diplomacy, foreign affairs		[sound:B2.14-04.018.mp3]
B2L14-II-19	人員	rényuán	N	staff, personnel		[sound:B2.14-04.019.mp3]
B2L14-II-20	充實	chōngshí	V	to enrich, to strengthen		[sound:B2.14-04.020.mp3]
B2L14-II-21	專業	zhuānyè	N	profession, specialisation		[sound:B2.14-04.021.mp3]
B2L14-II-22	能力	nénglì	N	capacity, ability		[sound:B2.14-04.022.mp3]
B2L14-II-23	加拿大	Jiānádà		Canada	Place	[sound:B2.14-04.023.mp3]
B2L14-II-24	企業管理系 （企管系）	qìyè guǎnlǐ xì		department of business management		[sound:B2.14-04.024.mp3]
B2L14-II-25	國際關係	guójì guānxì		international relations		[sound:B2.14-04.025.mp3]
B2L15-I-01	春節	chūnjié	N	the Lunar New Year, the Spring Festival		[sound:B2.15-02.001.mp3]
B2L15-I-02	伯伯	bóbo	N	(older) uncle, friends' fathers in general		[sound:B2.15-02.002.mp3]
B2L15-I-03	年夜飯	niányèfàn	N	Lunar New Year's Eve dinner		[sound:B2.15-02.003.mp3]
B2L15-I-04	打擾	dǎrǎo	V	to trouble (someone), to disturb		[sound:B2.15-02.004.mp3]
B2L15-I-05	女兒	nǚ'ér	N	daughter		[sound:B2.15-02.005.mp3]
B2L15-I-06	國外	guówài	N	abroad		[sound:B2.15-02.006.mp3]
B2L15-I-07	圍爐	wéilú	V-sep	for a family to gather over Lunar New Year's Eve dinner		[sound:B2.15-02.007.mp3]
B2L15-I-08	意思	yìsi	N	meaning		[sound:B2.15-02.008.mp3]
B2L15-I-09	全家	quánjiā	N	the entire family		[sound:B2.15-02.009.mp3]
B2L15-I-10	孩子	háizi	N	children		[sound:B2.15-02.010.mp3]
B2L15-I-11	吉祥	jíxiáng	Vs	auspicious		[sound:B2.15-02.011.mp3]
B2L15-I-12	年紀	niánjì	N	age		[sound:B2.15-02.012.mp3]
B2L15-I-13	過年	guò nián		to celebrate the Lunar New Year		[sound:B2.15-02.013.mp3]
B2L15-I-14	除夕夜	chúxì yè		Luner New Year's Eve		[sound:B2.15-02.014.mp3]
B2L15-I-15	睡著	shuìzháo		to fall asleep		[sound:B2.15-02.015.mp3]
B2L15-I-16	壓歲錢	yāsuìqián		New Year's Eve money		[sound:B2.15-02.016.mp3]
B2L15-I-17	恭喜發財	gōngxǐ fācái		Congratulations. I wish you wealth		[sound:B2.15-02.017.mp3]
B2L15-I-18	好了	hǎo le		OK		[sound:B2.15-02.018.mp3]
B2L15-II-01	節日	jiérì	N	holiday, festival		[sound:B2.15-04.001.mp3]
B2L15-II-02	打掃	dǎsǎo	V	to clean up (must include sweeping)		[sound:B2.15-04.002.mp3]
B2L15-II-03	另外	lìngwài	Conj	in addition		[sound:B2.15-04.003.mp3]
B2L15-II-04	春聯	chūnlián	N	New Year's couplets (with calligraphy, in doublets)		[sound:B2.15-04.004.mp3]
B2L15-II-05	除夕	chúxì	N	Lunar New Year's Eve		[sound:B2.15-04.005.mp3]
B2L15-II-06	年糕	niángāo	N	new year rice cake		[sound:B2.15-04.006.mp3]
B2L15-II-07	橘子	júzi	N	orange, tangerine		[sound:B2.15-04.007.mp3]
B2L15-II-08	守歲	shǒusuì	Vi	to stay up waiting for the arrival of the New Year		[sound:B2.15-04.008.mp3]
B2L15-II-09	說法	shuōfǎ	N	way of saying things, a theory (belief)		[sound:B2.15-04.009.mp3]
B2L15-II-10	晚	wǎn	Vs	late		[sound:B2.15-04.010.mp3]
B2L15-II-11	活	huó	Vs	to live, to stay active		[sound:B2.15-04.011.mp3]
B2L15-II-12	平安	píng'ān	Vs	peaceful, eventless		[sound:B2.15-04.012.mp3]
B2L15-II-13	出門	chūmén	V-sep	to go out, to leave the house		[sound:B2.15-04.013.mp3]
B2L15-II-14	拜年	bàinián	V-sep	to pay a New Year visit		[sound:B2.15-04.014.mp3]
B2L15-II-15	又	yòu	Adv	again		[sound:B2.15-04.015.mp3]
B2L15-II-16	起來	qǐlái	Ptc	As a resultative particle, it indicates the beginning of an action or state		[sound:B2.15-04.016.mp3]
B2L15-II-17	華人	Huárén		Chinese, a person of Chinese ethnicity		[sound:B2.15-04.017.mp3]
B2L15-II-18	貼上	tiēshàng		to stick on (the wall)		[sound:B2.15-04.018.mp3]
B2L15-II-19	年年有餘	niánnián yǒuyú		abundance every year		[sound:B2.15-04.019.mp3]
B2L15-II-20	步步高升	bùbù gāoshēng		to rise in social rank		[sound:B2.15-04.020.mp3]
B2L15-II-21	大吉大利	dàjí dàlì		great wishes for the new year		[sound:B2.15-04.021.mp3]
B2L15-II-22	放鞭炮	fàng biānpào		to set off firecrackers		[sound:B2.15-04.022.mp3]
B2L15-II-23	大年初一	dànián chūyī		first day of the Lunar New Year		[sound:B2.15-04.023.mp3]
B2L15-II-24	大年初五	dànián chūwǔ		fifth day of the Lunar New Year		[sound:B2.15-04.024.mp3]
B3L01-I-01	安德思	Ān Désī		a man from Honduras	People	[sound:B3.01-02.001.mp3]
B3L01-I-02	羅珊蒂	Luó Shāndì		a woman from Indonesia	People	[sound:B3.01-02.002.mp3]
B3L01-I-03	何雅婷	Hé Yǎtíng		a woman from Taiwan	People	[sound:B3.01-02.003.mp3]
B3L01-I-04	開學	kāixué	Vp	(school) to start		[sound:B3.01-02.004.mp3]
B3L01-I-05	班	bān	N	class, i.e., the students (not the classroom or the course)		[sound:B3.01-02.005.mp3]
B3L01-I-06	新生	xīnshēng	N	new student		[sound:B3.01-02.006.mp3]
B3L01-I-07	嚴	yán	Vs	strict, stern		[sound:B3.01-02.007.mp3]
B3L01-I-08	口試	kǒushì	N	oral test		[sound:B3.01-02.008.mp3]
B3L01-I-09	筆試	bǐshì	N	written test		[sound:B3.01-02.009.mp3]
B3L01-I-10	以外	yǐwài	N	except, other than		[sound:B3.01-02.010.mp3]
B3L01-I-11	口頭	kǒutóu	Vs-attr	verbal, oral		[sound:B3.01-02.011.mp3]
B3L01-I-12	報告	bàogào	N	report		[sound:B3.01-02.012.mp3]
B3L01-I-13	壓力	yālì	N	pressure, stress		[sound:B3.01-02.013.mp3]
B3L01-I-14	說明	shuōmíng	N	instructions, explanation		[sound:B3.01-02.014.mp3]
B3L01-I-15	清楚	qīngchǔ	Vs	clear(ly)		[sound:B3.01-02.015.mp3]
B3L01-I-16	位子	wèizi	N	seat, place		[sound:B3.01-02.016.mp3]
B3L01-I-17	旁聽	pángtīng	V	to audit, to sit in (on a class)		[sound:B3.01-02.017.mp3]
B3L01-I-18	分	fēn	N	points		[sound:B3.01-02.018.mp3]
B3L01-I-19	羨慕	xiànmù	Vst	to envy		[sound:B3.01-02.019.mp3]
B3L01-I-20	休學	xiūxué	Vp-sep	to take a break from school		[sound:B3.01-02.020.mp3]
B3L01-I-21	用功	yònggōng	Vs	diligent, conscientious (as a student)		[sound:B3.01-02.021.mp3]
B3L01-I-22	行	xíng	Vs	to be all right		[sound:B3.01-02.022.mp3]
B3L01-I-23	轉	zhuǎn	V	to transfer (to a different major)		[sound:B3.01-02.023.mp3]
B3L01-I-24	原來	yuánlái	Adv	originally		[sound:B3.01-02.024.mp3]
B3L01-I-25	會計	kuàijì	N	accounting, an accountant		[sound:B3.01-02.025.mp3]
B3L01-I-26	熱門	rèmén	Vs	highly popular		[sound:B3.01-02.026.mp3]
B3L01-I-27	熬夜	áoyè	V-sep	to stay up all night, to burn the midnight oil		[sound:B3.01-02.027.mp3]
B3L01-I-28	當	dàng	V	to fail a course		[sound:B3.01-02.028.mp3]
B3L01-I-29	恐怕	kǒngpà	Adv	(I am) afraid that, probably		[sound:B3.01-02.029.mp3]
B3L01-I-30	口才	kǒucái	N	speaking skills		[sound:B3.01-02.030.mp3]
B3L01-I-31	事	shì	N	issue, matter, event, thing		[sound:B3.01-02.031.mp3]
B3L01-I-32	遲到	chídào	Vp	to be late (in arrival)		[sound:B3.01-02.032.mp3]
B3L01-I-33	差一點	chà yì diǎn		barely, nearly, almost		[sound:B3.01-02.033.mp3]
B3L01-I-34	這樣下去	zhèyàng xiàqù		if it goes on like this		[sound:B3.01-02.034.mp3]
B3L01-I-35	沒辦法	méi bànfǎ		there's no way, there's nothing that can be done		[sound:B3.01-02.035.mp3]
B3L01-II-01	獨生女	dúshēngnǚ	N	only child (girl)		[sound:B3.01-04.001.mp3]
B3L01-II-02	私立	sīlì	Vs-attr	private		[sound:B3.01-04.002.mp3]
B3L01-II-03	理想	lǐxiǎng	Vs	ideal, aspired		[sound:B3.01-04.003.mp3]
B3L01-II-04	合	hé	Vst	to tally with, to match		[sound:B3.01-04.004.mp3]
B3L01-II-05	痛苦	tòngkǔ	Vs	painful		[sound:B3.01-04.005.mp3]
B3L01-II-06	科系	kēxì	N	(academic) department		[sound:B3.01-04.006.mp3]
B3L01-II-07	放棄	fàngqì	V	to give up		[sound:B3.01-04.007.mp3]
B3L01-II-08	不管	bùguǎn	Conj	no matter, regardless of		[sound:B3.01-04.008.mp3]
B3L01-II-09	反對	fǎnduì	Vst	to oppose, to be against		[sound:B3.01-04.009.mp3]
B3L01-II-10	個性	gèxìng	N	personality		[sound:B3.01-04.010.mp3]
B3L01-II-11	活潑	huópō	Vs	lively, bubbly, vivacious		[sound:B3.01-04.011.mp3]
B3L01-II-12	外語	wàiyǔ	N	foreign language		[sound:B3.01-04.012.mp3]
B3L01-II-13	擔心	dānxīn	Vst	to worry about, to fret over with		[sound:B3.01-04.013.mp3]
B3L01-II-14	填	tián	V	to fill out (a form)		[sound:B3.01-04.014.mp3]
B3L01-II-15	表	biǎo	N	a form		[sound:B3.01-04.015.mp3]
B3L01-II-16	辦	bàn	V	to deal with		[sound:B3.01-04.016.mp3]
B3L01-II-17	手續	shǒuxù	N	procedures		[sound:B3.01-04.017.mp3]
B3L01-II-18	申請	shēnqǐng	V	to apply for		[sound:B3.01-04.018.mp3]
B3L01-II-19	成績單	chéngjī dān	N	report card, transcripts		[sound:B3.01-04.019.mp3]
B3L01-II-20	考上	kǎoshàng		to test into		[sound:B3.01-04.020.mp3]
B3L01-II-21	推薦信	tuījiàn xìn		a letter of recommendation		[sound:B3.01-04.021.mp3]
B3L02-I-01	起	qǐ	Vp	starting from		[sound:B3.02-02.001.mp3]
B3L02-I-02	外套	wàitào	N	coat, jacket		[sound:B3.02-02.002.mp3]
B3L02-I-03	一般	yìbān	Adv	generally; in general		[sound:B3.02-02.003.mp3]
B3L02-I-04	商品	shāngpǐn	N	goods, commodities		[sound:B3.02-02.004.mp3]
B3L02-I-05	折扣	zhékòu	N	discount		[sound:B3.02-02.005.mp3]
B3L02-I-06	省	shěng	V	to save, to put away		[sound:B3.02-02.006.mp3]
B3L02-I-07	牌子	páizi	N	brand		[sound:B3.02-02.007.mp3]
B3L02-I-08	品質	pǐnzhí	N	quality		[sound:B3.02-02.008.mp3]
B3L02-I-09	選擇	xuǎnzé	N	choices		[sound:B3.02-02.009.mp3]
B3L02-I-10	樣子	yàngzi	N	appearance, looks		[sound:B3.02-02.010.mp3]
B3L02-I-11	摸	mō	V	to feel, to touch		[sound:B3.02-02.011.mp3]
B3L02-I-12	店員	diànyuán	N	salesperson, store employee, clerk		[sound:B3.02-02.012.mp3]
B3L02-I-13	短	duǎn	Vs	short		[sound:B3.02-02.013.mp3]
B3L02-I-14	羊毛	yángmáo	N	lamb's wool		[sound:B3.02-02.014.mp3]
B3L02-I-15	暖和	nuǎnhuo	Vs	warm		[sound:B3.02-02.015.mp3]
B3L02-I-16	打折	dǎzhé	V-sep	to offer a discount		[sound:B3.02-02.016.mp3]
B3L02-I-17	原價	yuánjià	N	original price		[sound:B3.02-02.017.mp3]
B3L02-I-18	刷卡	shuākǎ	V-sep	to swipe, i.e., use a credit card		[sound:B3.02-02.018.mp3]
B3L02-I-19	現金	xiànjīn	N	cash		[sound:B3.02-02.019.mp3]
B3L02-I-20	麻煩	máfán	V	please (lit. allow me to trouble you)		[sound:B3.02-02.020.mp3]
B3L02-I-21	簽名	qiānmíng	V-sep	to sign		[sound:B3.02-02.021.mp3]
B3L02-I-22	破洞	pòdòng	Vp-sep	to have a hole		[sound:B3.02-02.022.mp3]
B3L02-I-23	發票	fāpiào	N	receipt		[sound:B3.02-02.023.mp3]
B3L02-I-24	弄	nòng	V	(pro-verb) to cause, to do		[sound:B3.02-02.024.mp3]
B3L02-I-25	退	tuì	V	to return (purchases)		[sound:B3.02-02.025.mp3]
B3L02-I-26	換	huàn	V	to exchange		[sound:B3.02-02.026.mp3]
B3L02-I-27	店長	diànzhǎng	N	store manager		[sound:B3.02-02.027.mp3]
B3L02-I-28	週年慶	zhōunián qìng		anniversary		[sound:B3.02-02.028.mp3]
B3L02-I-29	一般來說	yìbān láishuō		generally speaking		[sound:B3.02-02.029.mp3]
B3L02-I-30	試穿	shì chuān		to try on (garments)		[sound:B3.02-02.030.mp3]
B3L02-I-31	打完折	dǎ wán zhé		after discount		[sound:B3.02-02.031.mp3]
B3L02-I-32	弄丟	nòng diū		to lose		[sound:B3.02-02.032.mp3]
B3L02-II-01	購物	gòuwù	Vi	to go shopping		[sound:B3.02-04.001.mp3]
B3L02-II-02	糾紛	jiūfēn	N	dispute		[sound:B3.02-04.002.mp3]
B3L02-II-03	電信	diànxìn	N	telecommunications		[sound:B3.02-04.003.mp3]
B3L02-II-04	門市	ménshì	N	retail outlet		[sound:B3.02-04.004.mp3]
B3L02-II-05	居留證	jūliúzhèng	N	Alien Resident Certificate (ARC in Taiwan)		[sound:B3.02-04.005.mp3]
B3L02-II-06	月租型	yuèzūxíng	N	a monthly plan		[sound:B3.02-04.006.mp3]
B3L02-II-07	帳單	zhàngdān	N	bill		[sound:B3.02-04.007.mp3]
B3L02-II-08	並	bìng	Adv	contrary to assumption (followed by a negative statement)		[sound:B3.02-04.008.mp3]
B3L02-II-09	包括	bāokuò	V	to include		[sound:B3.02-04.009.mp3]
B3L02-II-10	解釋	jiěshì	N	explanation		[sound:B3.02-04.010.mp3]
B3L02-II-11	顧客	gùkè	N	customer		[sound:B3.02-04.011.mp3]
B3L02-II-12	尤其	yóuqí	Adv	especially, in particular		[sound:B3.02-04.012.mp3]
B3L02-II-13	騙	piàn	V	to cheat, to swindle		[sound:B3.02-04.013.mp3]
B3L02-II-14	頓	dùn	M	verbal measure word for a duration of action		[sound:B3.02-04.014.mp3]
B3L02-II-15	辦法	bànfǎ	N	solution		[sound:B3.02-04.015.mp3]
B3L02-II-16	自動	zìdòng	Adv	by itself, on its own, automatically		[sound:B3.02-04.016.mp3]
B3L02-II-17	關機	guānjī	Vp-sep	to turn off, to shut down		[sound:B3.02-04.017.mp3]
B3L02-II-18	修理	xiūlǐ	V	to repair		[sound:B3.02-04.018.mp3]
B3L02-II-19	繳費	jiǎofèi	V-sep	to pay a fee		[sound:B3.02-04.019.mp3]
B3L02-II-20	預付卡	yùfù kǎ		prepaid SIM card		[sound:B3.02-04.020.mp3]
B3L02-II-21	換成	huàn chéng		to change to		[sound:B3.02-04.021.mp3]
B3L02-II-22	吃到飽	chī dào bǎo		unlimited data (lit. all you can eat)		[sound:B3.02-04.022.mp3]
B3L02-II-23	嚇一跳	xià yí tiào		shocked, startled, taken aback		[sound:B3.02-04.023.mp3]
B3L02-II-24	客服中心	kèfú zhōngxīn		customer service center		[sound:B3.02-04.024.mp3]
B3L03-I-01	陳敏萱	Chén Mǐnxuān		A woman from the Netherlands	People	[sound:B3.03-02.001.mp3]
B3L03-I-02	高橋健太	Gāoqiáo Jiàntài		A man from Japan		[sound:B3.03-02.002.mp3]
B3L03-I-03	空氣	kōngqì	N	air		[sound:B3.03-02.003.mp3]
B3L03-I-04	影響	yǐngxiǎng	N	influence		[sound:B3.03-02.004.mp3]
B3L03-I-05	穩定	wěndìng	Vs	stable		[sound:B3.03-02.005.mp3]
B3L03-I-06	幸虧	xìngkuī	Adv	fortunately		[sound:B3.03-02.006.mp3]
B3L03-I-07	躲	duǒ	Vi	to hide, to go into hiding		[sound:B3.03-02.007.mp3]
B3L03-I-08	度	dù	M	degree		[sound:B3.03-02.008.mp3]
B3L03-I-09	溫度	wēndù	N	temperature		[sound:B3.03-02.009.mp3]
B3L03-I-10	零下	língxià	Vs-attr	below zero		[sound:B3.03-02.010.mp3]
B3L03-I-11	感覺	gǎnjué	Vst	to feel		[sound:B3.03-02.011.mp3]
B3L03-I-12	實際	shíjì	Vs	actual		[sound:B3.03-02.012.mp3]
B3L03-I-13	難怪	nánguài	Adv	it's no wonder, no wonder		[sound:B3.03-02.013.mp3]
B3L03-I-14	季節	jìjié	N	season		[sound:B3.03-02.014.mp3]
B3L03-I-15	火鍋	huǒguō	N	hotpot		[sound:B3.03-02.015.mp3]
B3L03-I-16	海鮮	hǎixiān	N	seafood		[sound:B3.03-02.016.mp3]
B3L03-I-17	新鮮	xīnxiān	Vs	fresh		[sound:B3.03-02.017.mp3]
B3L03-I-18	櫻花	yīnghuā	N	cherry blossom		[sound:B3.03-02.018.mp3]
B3L03-I-19	變化	biànhuà	N	change		[sound:B3.03-02.019.mp3]
B3L03-I-20	氣溫	qìwēn	N	temperature (weather)		[sound:B3.03-02.020.mp3]
B3L03-I-21	差	chā	Vst	to differ		[sound:B3.03-02.021.mp3]
B3L03-I-22	幾乎	jīhū	Adv	almost		[sound:B3.03-02.022.mp3]
B3L03-I-23	乾	gān	Vs	dry		[sound:B3.03-02.023.mp3]
B3L03-I-24	發霉	fāméi	Vp-sep	to mildew		[sound:B3.03-02.024.mp3]
B3L03-I-25	除濕機	chúshījī	N	dehumidifier		[sound:B3.03-02.025.mp3]
B3L03-I-26	雨季	yǔjì	N	rainy season		[sound:B3.03-02.026.mp3]
B3L03-I-27	涼快	liángkuài	Vs	cool		[sound:B3.03-02.027.mp3]
B3L03-I-28	潮濕	cháoshī	Vs	humid		[sound:B3.03-02.028.mp3]
B3L03-I-29	悶	mēn	Vs	stuffy		[sound:B3.03-02.029.mp3]
B3L03-I-30	冷氣	lěngqì	N	air conditioning		[sound:B3.03-02.030.mp3]
B3L03-I-31	荷蘭	Hélán		the Netherlands (lit. Holland)	Place	[sound:B3.03-02.031.mp3]
B3L03-I-32	出大太陽	chū dà tàiyáng		to be blazing hot		[sound:B3.03-02.032.mp3]
B3L03-I-33	颳風	guā fēng		to be windy (lit. blow wind)		[sound:B3.03-02.033.mp3]
B3L03-I-34	受到	shòu dào		to receive, to be, to get		[sound:B3.03-02.034.mp3]
B3L03-I-35	受不了	shòu bù liǎo		can't stand it		[sound:B3.03-02.035.mp3]
B3L03-I-36	餓死了	è sǐle		to starve to death (an exaggeration)		[sound:B3.03-02.036.mp3]
B3L03-I-37	後母臉	hòumǔ liǎn		stepmother's face, i.e., stern and cruel look		[sound:B3.03-02.037.mp3]
B3L03-II-01	祖先	zǔxiān	N	ancestor		[sound:B3.03-04.001.mp3]
B3L03-II-02	移民	yímín	Vi	to immigrate, to emigrate		[sound:B3.03-04.002.mp3]
B3L03-II-03	當中	dāngzhōng	N	of, amongst		[sound:B3.03-04.003.mp3]
B3L03-II-04	根據	gēnjù	Prep	based on, in accordance with, according to		[sound:B3.03-04.004.mp3]
B3L03-II-05	農曆	nónglì	N	the lunar calendar (lit. the agricultural calendar)		[sound:B3.03-04.005.mp3]
B3L03-II-06	農業	nóngyè	N	agriculture		[sound:B3.03-04.006.mp3]
B3L03-II-07	農人	nóngrén	N	farmer		[sound:B3.03-04.007.mp3]
B3L03-II-08	難得	nándé	Vs	hard-to-come-by, rare		[sound:B3.03-04.008.mp3]
B3L03-II-09	祭祖	jìzǔ	Vi	to venerate ancestors		[sound:B3.03-04.009.mp3]
B3L03-II-10	拜	bài	V	to honor, to pay homage to		[sound:B3.03-04.010.mp3]
B3L03-II-11	神	shén	N	gods, divinities		[sound:B3.03-04.011.mp3]
B3L03-II-12	拜拜	bàibài	Vi	to present offerings to gods or ancestors		[sound:B3.03-04.012.mp3]
B3L03-II-13	蚊蟲	wénchóng	N	mosquitoes and other insects		[sound:B3.03-04.013.mp3]
B3L03-II-14	戴	dài	V	to wear (items other than those that cover the torso, legs, or feet, mostly ornamental items.)		[sound:B3.03-04.014.mp3]
B3L03-II-15	香包	xiāngbāo	N	fragrant sachet		[sound:B3.03-04.015.mp3]
B3L03-II-16	掛	guà	V	to hang		[sound:B3.03-04.016.mp3]
B3L03-II-17	瘟疫	wēnyì	N	pestilence, plague		[sound:B3.03-04.017.mp3]
B3L03-II-18	做法	zuòfǎ	N	method, way of doing something		[sound:B3.03-04.018.mp3]
B3L03-II-19	多少	duōshǎo	Adv	somewhat		[sound:B3.03-04.019.mp3]
B3L03-II-20	作用	zuòyòng	N	effect		[sound:B3.03-04.020.mp3]
B3L03-II-21	迷信	míxìn	N	superstition		[sound:B3.03-04.021.mp3]
B3L03-II-22	收成	shōuchéng	N	harvest		[sound:B3.03-04.022.mp3]
B3L03-II-23	民族	mínzú	N	ethnic group		[sound:B3.03-04.023.mp3]
B3L03-II-24	月亮	yuèliàng	N	moon		[sound:B3.03-04.024.mp3]
B3L03-II-25	圓	yuán	Vs	round		[sound:B3.03-04.025.mp3]
B3L03-II-26	社會	shèhuì	N	society		[sound:B3.03-04.026.mp3]
B3L03-II-27	團聚	tuánjù	Vi	to get-together, to reunite; reunion of family members (in this lesson)		[sound:B3.03-04.027.mp3]
B3L03-II-28	月餅	yuèbǐng	N	moon cake (shaped like the moon)		[sound:B3.03-04.028.mp3]
B3L03-II-29	柚子	yòuzi	N	pomelo		[sound:B3.03-04.029.mp3]
B3L03-II-30	故事	gùshì	N	story		[sound:B3.03-04.030.mp3]
B3L03-II-31	溫馨	wēnxīn	Vs	warm, heart-warming		[sound:B3.03-04.031.mp3]
B3L03-II-32	端午節	Duānwǔ jié		the Dragon Boat Festival (the 5th day of the 5th month)		[sound:B3.03-04.032.mp3]
B3L03-II-33	中秋節	Zhōngqiū jié		the Mid-autumn Moon Festival (the 15th day of the 8th month)		[sound:B3.03-04.033.mp3]
B3L03-II-34	雄黃酒	xiónghuáng jiǔ		realgar liquor, a wine seasoned with realgar, a type of arsenic, and is traditionally considered to be an antidote to other poisons		[sound:B3.03-04.034.mp3]
B3L03-II-35	古時候	gǔ shíhòu		historically; in ancient times		[sound:B3.03-04.035.mp3]
B3L03-II-36	趕走	gǎnzǒu		to drive away		[sound:B3.03-04.036.mp3]
B3L03-II-37	過節	guò jié		to spend the holiday in some manner		[sound:B3.03-04.037.mp3]
B3L04-I-01	愛	ài	Vst	to love		[sound:B3.04-02.001.mp3]
B3L04-I-02	人情味	rénqíngwèi	N	to be hospitable, kind, friendly		[sound:B3.04-02.002.mp3]
B3L04-I-03	放	fàng	V	to release		[sound:B3.04-02.003.mp3]
B3L04-I-04	天燈	tiāndēng	N	sky lantern		[sound:B3.04-02.004.mp3]
B3L04-I-05	願望	yuànwàng	N	wish		[sound:B3.04-02.005.mp3]
B3L04-I-06	訊號	xùnhào	N	signal (data connection)		[sound:B3.04-02.006.mp3]
B3L04-I-07	元宵	yuánxiāo	N	sweet sticky rice dumplings		[sound:B3.04-02.007.mp3]
B3L04-I-08	牆	qiáng	N	wall		[sound:B3.04-02.008.mp3]
B3L04-I-09	耐心	nàixīn	N	patience		[sound:B3.04-02.009.mp3]
B3L04-I-10	感動	gǎndòng	Vs	to be touched, moved		[sound:B3.04-02.010.mp3]
B3L04-I-11	擔仔麵	dànzǎimiàn	N	danzai noodles (special dish from Tainan)		[sound:B3.04-02.011.mp3]
B3L04-I-12	招牌	zhāopái	N	store sign		[sound:B3.04-02.012.mp3]
B3L04-I-13	當地	dāngdì	Vs-attr	local		[sound:B3.04-02.013.mp3]
B3L04-I-14	賺	zhuàn	V	to earn		[sound:B3.04-02.014.mp3]
B3L04-I-15	而	ér	Adv	on the other hand, rather		[sound:B3.04-02.015.mp3]
B3L04-I-16	交	jiāo	V	to make (friends)		[sound:B3.04-02.016.mp3]
B3L04-I-17	理想	lǐxiǎng	N	ideals, aspirations		[sound:B3.04-02.017.mp3]
B3L04-I-18	剛剛	gānggāng	Adv	just now		[sound:B3.04-02.018.mp3]
B3L04-I-19	改天	gǎitiān	Adv	some other day		[sound:B3.04-02.019.mp3]
B3L04-I-20	無聊	wúliáo	Vs	boring, dull		[sound:B3.04-02.020.mp3]
B3L04-I-21	東區	dōngqū	N	the East District (of Taipei)		[sound:B3.04-02.021.mp3]
