ID	Traditional	Simplified	Pinyin	POS	Meaning	Audio	Variants	Tags
B2L15-II-08	守歲	守岁	shǒusuì	Vi	to stay up waiting for the arrival of the New Year	[sound:dangdai-B2L15-II-08.mp3]		
B2L15-II-09	說法	说法	shuōfǎ	N	way of saying things, a theory	[sound:dangdai-B2L15-II-09.mp3]		
B2L15-II-10	晚	晚	wǎn	Vs	late	[sound:dangdai-B2L15-II-10.mp3]		
B2L15-II-11	活	活	huó	Vs	to live, to stay active	[sound:dangdai-B2L15-II-11.mp3]		
B2L15-II-12	平安	平安	píng'ān	Vs	peaceful, eventless	[sound:dangdai-B2L15-II-12.mp3]		
B2L15-II-13	出門	出门	chūmén	V-sep	to go out, to leave the house	[sound:dangdai-B2L15-II-13.mp3]		
B2L15-II-14	拜年	拜年	bàinián	V-sep	to pay a New Year visit	[sound:dangdai-B2L15-II-14.mp3]		
B2L15-II-15	又	又	yòu	Adv	again	[sound:dangdai-B2L15-II-15.mp3]		
B2L15-II-16	起來	起来	qǐlái	Ptc	As a resultative particle, it indicates the beginning of an action of state.	[sound:dangdai-B2L15-II-16.mp3]		
B2L15-II-17	華人	华人	Huárén		Chinese, a person of Chinese ethnicity	[sound:dangdai-B2L15-II-17.mp3]		Name
B2L15-II-18	貼上	贴上	tiēshàng	Ph	to stick on (the wall)	[sound:dangdai-B2L15-II-18.mp3]		
B2L15-II-19	年年有餘	年年有余	niánnián yǒuyú	Ph	abundance every year	[sound:dangdai-B2L15-II-19.mp3]		
B2L15-II-20	步步高升	步步高升	bùbù gāoshēng	Ph	to rise in social rank	[sound:dangdai-B2L15-II-20.mp3]		
B2L15-II-21	大吉大利	大吉大利	dàjí dàlì	Ph	great wishes for the new year	[sound:dangdai-B2L15-II-21.mp3]		
B2L15-II-22	放鞭炮	放鞭炮	fàng biānpào	Ph	to set off firecrackers	[sound:dangdai-B2L15-II-22.mp3]		
B2L15-II-23	大年初一	大年初一	dànián chūyī	Ph	first day of the Lunar New Year	[sound:dangdai-B2L15-II-23.mp3]		
B2L15-II-24	大年初五	大年初五	dànián chūwǔ	Ph	fifth day of the Lunar New Year	[sound:dangdai-B2L15-II-24.mp3]		
B3L01-I-01	安德思	安德思	Ān Désī		a man from Honduras	[sound:dangdai-B3L01-I-01.mp3]		Character Name
B3L01-I-02	羅珊蒂	罗珊蒂	Luó Shāndì		a woman from Indonesia	[sound:dangdai-B3L01-I-02.mp3]		Character Name
B3L01-I-03	何雅婷	何雅婷	Hé Yǎtíng		a woman from Taiwan	[sound:dangdai-B3L01-I-03.mp3]		Character Name
B3L01-I-04	開學	开学	kāixué	Vp	(school) to start	[sound:dangdai-B3L01-I-04.mp3]		
B3L01-I-05	班	班	bān	N	class, i.e., the students (not the classroom or the course)	[sound:dangdai-B3L01-I-05.mp3]		
B3L01-I-06	新生	新生	xīnshēng	N	new student	[sound:dangdai-B3L01-I-06.mp3]		
B3L01-I-07	嚴	严	yán	Vs	strict, stern	[sound:dangdai-B3L01-I-07.mp3]		
B3L01-I-08	口試	口试	kǒushì	N	oral test	[sound:dangdai-B3L01-I-08.mp3]		
B3L01-I-09	筆試	笔试	bǐshì	N	written test	[sound:dangdai-B3L01-I-09.mp3]		
B3L01-I-10	以外	以外	yǐwài	N	except, other than	[sound:dangdai-B3L01-I-10.mp3]		
B3L01-I-11	口頭	口头	kǒutóu	Vs-attr	verbal, oral	[sound:dangdai-B3L01-I-11.mp3]		
B3L01-I-12	報告	报告	bàogào	N	report	[sound:dangdai-B3L01-I-12.mp3]		
B3L01-I-13	壓力	压力	yālì	N	pressure, stress	[sound:dangdai-B3L01-I-13.mp3]		
B3L01-I-14	說明	说明	shuōmíng	N	instructions, explanation	[sound:dangdai-B3L01-I-14.mp3]		
B3L01-I-15	清楚	清楚	qīngchǔ	Vs	clear(ly)	[sound:dangdai-B3L01-I-15.mp3]		
B3L01-I-16	位子	位子	wèizi	N	seat, place	[sound:dangdai-B3L01-I-16.mp3]		
B3L01-I-17	旁聽	旁听	pángtīng	V	to audit, to sit in (on a class)	[sound:dangdai-B3L01-I-17.mp3]		
B3L01-I-18	分	分	fēn	N	points	[sound:dangdai-B3L01-I-18.mp3]		
B3L01-I-19	羨慕	羡慕	xiànmù	Vst	to envy	[sound:dangdai-B3L01-I-19.mp3]		
B3L01-I-20	休學	休学	xiūxué	Vp-sep	to take a break from school	[sound:dangdai-B3L01-I-20.mp3]		
B3L01-I-21	用功	用功	yònggōng	Vs	diligent, conscientious (as a student)	[sound:dangdai-B3L01-I-21.mp3]		
B3L01-I-22	行	行	xíng	Vs	to be all right	[sound:dangdai-B3L01-I-22.mp3]		
B3L01-I-23	轉	转	zhuǎn	V	to transfer (to a different major)	[sound:dangdai-B3L01-I-23.mp3]		
B3L01-I-24	原來	原来	yuánlái	Adv	originally	[sound:dangdai-B3L01-I-24.mp3]		
B3L01-I-25	會計	会计	kuàijì	N	accounting, an accountant	[sound:dangdai-B3L01-I-25.mp3]		
B3L01-I-26	熱門	热门	rèmén	Vs	highly popular	[sound:dangdai-B3L01-I-26.mp3]		
B3L01-I-27	熬夜	熬夜	áoyè	V-sep	to stay up all night, to burn the midnight oil	[sound:dangdai-B3L01-I-27.mp3]		
B3L01-I-28	當	当	dàng	V	to fail a course	[sound:dangdai-B3L01-I-28.mp3]		
B3L01-I-29	恐怕	恐怕	kǒngpà	Adv	(I am) afraid that, probably	[sound:dangdai-B3L01-I-29.mp3]		
B3L01-I-30	口才	口才	kǒucái	N	speaking skills	[sound:dangdai-B3L01-I-30.mp3]		
B3L01-I-31	事	事	shì	N	issue, matter, event, thing	[sound:dangdai-B3L01-I-31.mp3]		
B3L01-I-32	遲到	迟到	chídào	Vp	to be late (in arrival)	[sound:dangdai-B3L01-I-32.mp3]		
B3L01-I-33	差一點	差一点	chà yì diǎn	Ph	barely, nearly, almost	[sound:dangdai-B3L01-I-33.mp3]		
B3L01-I-34	這樣下去	这样下去	zhèyàng xiàqù	Ph	if it goes on like this	[sound:dangdai-B3L01-I-34.mp3]		
B3L01-I-35	沒辦法	没办法	méi bànfǎ	Ph	there's no way, there's nothing that can be done	[sound:dangdai-B3L01-I-35.mp3]		
B3L01-II-01	獨生女	独生女	dúshēngnǚ	N	only child (girl)	[sound:dangdai-B3L01-II-01.mp3]		
B3L01-II-02	私立	私立	sīlì	Vs-attr	private	[sound:dangdai-B3L01-II-02.mp3]		
B3L01-II-03	理想	理想	lǐxiǎng	Vs	ideal, aspired	[sound:dangdai-B3L01-II-03.mp3]		
B3L01-II-04	合	合	hé	Vst	to tally with, to match	[sound:dangdai-B3L01-II-04.mp3]		
B3L01-II-05	痛苦	痛苦	tòngkǔ	Vs	painful	[sound:dangdai-B3L01-II-05.mp3]		
B3L01-II-06	科系	科系	kēxì	N	(academic) department	[sound:dangdai-B3L01-II-06.mp3]		
B3L01-II-07	放棄	放弃	fàngqì	V	to give up	[sound:dangdai-B3L01-II-07.mp3]		
B3L01-II-08	不管	不管	bùguǎn	Conj	no matter, regardless of	[sound:dangdai-B3L01-II-08.mp3]		
B3L01-II-09	反對	反对	fǎnduì	Vst	to oppose, to be against	[sound:dangdai-B3L01-II-09.mp3]		
B3L01-II-10	個性	个性	gèxìng	N	personality	[sound:dangdai-B3L01-II-10.mp3]		
B3L01-II-11	活潑	活泼	huópō	Vs	lively, bubbly, vivacious	[sound:dangdai-B3L01-II-11.mp3]		
B3L01-II-12	外語	外语	wàiyǔ	N	foreign language	[sound:dangdai-B3L01-II-12.mp3]		
B3L01-II-13	擔心	担心	dānxīn	Vst	to worry about, to fret over with	[sound:dangdai-B3L01-II-13.mp3]		
B3L01-II-14	填	填	tián	V	to fill out (a form)	[sound:dangdai-B3L01-II-14.mp3]		
B3L01-II-15	表	表	biǎo	N	a form	[sound:dangdai-B3L01-II-15.mp3]		
B3L01-II-16	辦	办	bàn	V	to deal with	[sound:dangdai-B3L01-II-16.mp3]		
B3L01-II-17	手續	手续	shǒuxù	N	procedures	[sound:dangdai-B3L01-II-17.mp3]		
B3L01-II-18	申請	申请	shēnqǐng	V	to apply for	[sound:dangdai-B3L01-II-18.mp3]		
B3L01-II-19	成績單	成绩单	chéngjī dān	N	report card, transcripts	[sound:dangdai-B3L01-II-19.mp3]		
B3L01-II-20	考上	考上	kǎoshàng	Ph	to test into	[sound:dangdai-B3L01-II-20.mp3]		
B3L01-II-21	推薦信	推荐信	tuījiàn xìn	Ph	a letter of recommendation	[sound:dangdai-B3L01-II-21.mp3]		
B3L02-I-01	起	起	qǐ	Vp	starting from...	[sound:dangdai-B3L02-I-01.mp3]		
B3L02-I-02	外套	外套	wàitào	N	coat, jacket	[sound:dangdai-B3L02-I-02.mp3]		
B3L02-I-03	一般	一般	yìbān	Adv	generally; in general	[sound:dangdai-B3L02-I-03.mp3]		
B3L02-I-04	商品	商品	shāngpǐn	N	goods, commodities	[sound:dangdai-B3L02-I-04.mp3]		
B3L02-I-05	折扣	折扣	zhékòu	N	discount	[sound:dangdai-B3L02-I-05.mp3]		
B3L02-I-06	省	省	shěng	V	to save, to put away	[sound:dangdai-B3L02-I-06.mp3]		
B3L02-I-07	牌子	牌子	páizi	N	brand	[sound:dangdai-B3L02-I-07.mp3]		
B3L02-I-08	品質	品质	pǐnzhí	N	quality	[sound:dangdai-B3L02-I-08.mp3]		
B3L02-I-09	選擇	选择	xuǎnzé	N	choices	[sound:dangdai-B3L02-I-09.mp3]		
B3L02-I-10	樣子	样子	yàngzi	N	appearance, looks	[sound:dangdai-B3L02-I-10.mp3]		
B3L02-I-11	摸	摸	mō	V	to feel, to touch	[sound:dangdai-B3L02-I-11.mp3]		
B3L02-I-12	店員	店员	diànyuán	N	salesperson, store employee, clerk	[sound:dangdai-B3L02-I-12.mp3]		
B3L02-I-13	短	短	duǎn	Vs	short	[sound:dangdai-B3L02-I-13.mp3]		
B3L02-I-14	羊毛	羊毛	yángmáo	N	lamb's wool	[sound:dangdai-B3L02-I-14.mp3]		
B3L02-I-15	暖和	暖和	nuǎnhuo	Vs	warm	[sound:dangdai-B3L02-I-15.mp3]		
B3L02-I-16	打折	打折	dǎzhé	V-sep	to offer a discount	[sound:dangdai-B3L02-I-16.mp3]		
B3L02-I-17	原價	原价	yuánjià	N	original price	[sound:dangdai-B3L02-I-17.mp3]		
B3L02-I-18	刷卡	刷卡	shuākǎ	V-sep	to swipe, i.e., use a credit card	[sound:dangdai-B3L02-I-18.mp3]		
B3L02-I-19	現金	现金	xiànjīn	N	cash	[sound:dangdai-B3L02-I-19.mp3]		
B3L02-I-20	麻煩	麻烦	máfán	V	please (lit. allow me to trouble you)	[sound:dangdai-B3L02-I-20.mp3]		
B3L02-I-21	簽名	签名	qiānmíng	V-sep	to sign	[sound:dangdai-B3L02-I-21.mp3]		
B3L02-I-22	破洞	破洞	pòdòng	Vp-sep	to have a hole	[sound:dangdai-B3L02-I-22.mp3]		
B3L02-I-23	發票	发票	fāpiào	N	receipt	[sound:dangdai-B3L02-I-23.mp3]		
B3L02-I-24	弄	弄	nòng	V	(pro-verb) to cause, to do	[sound:dangdai-B3L02-I-24.mp3]		
B3L02-I-25	退	退	tuì	V	to return (purchases)	[sound:dangdai-B3L02-I-25.mp3]		
B3L02-I-26	換	换	huàn	V	to exchange	[sound:dangdai-B3L02-I-26.mp3]		
B3L02-I-27	店長	店长	diànzhǎng	N	store manager	[sound:dangdai-B3L02-I-27.mp3]		
B3L02-I-28	週年慶	周年庆	zhōunián qìng	Ph	anniversary	[sound:dangdai-B3L02-I-28.mp3]		
B3L02-I-29	一般來說	一般来说	yìbān láishuō	Ph	generally speaking	[sound:dangdai-B3L02-I-29.mp3]		
B3L02-I-30	試穿	试穿	shì chuān	Ph	to try on (garments)	[sound:dangdai-B3L02-I-30.mp3]		
B3L02-I-31	打完折	打完折	dǎ wán zhé	Ph	after discount	[sound:dangdai-B3L02-I-31.mp3]		
B3L02-I-32	弄丟	弄丢	nòng diū	Ph	to lose	[sound:dangdai-B3L02-I-32.mp3]		
B3L02-II-01	購物	购物	gòuwù	Vi	to go shopping	[sound:dangdai-B3L02-II-01.mp3]		
B3L02-II-02	糾紛	纠纷	jiūfēn	N	dispute	[sound:dangdai-B3L02-II-02.mp3]		
B3L02-II-03	電信	电信	diànxìn	N	telecommunications	[sound:dangdai-B3L02-II-03.mp3]		
B3L02-II-04	門市	门市	ménshì	N	retail outlet	[sound:dangdai-B3L02-II-04.mp3]		
B3L02-II-05	居留證	居留证	jūliúzhèng	N	Alien Resident Certificate (ARC in Taiwan)	[sound:dangdai-B3L02-II-05.mp3]		
B3L02-II-06	月租型	月租型	yuèzūxíng	N	a monthly plan	[sound:dangdai-B3L02-II-06.mp3]		
B3L02-II-07	帳單	帐单	zhàngdān	N	bill	[sound:dangdai-B3L02-II-07.mp3]		
B3L02-II-08	並	并	bìng	Adv	contrary to assumption (followed by a negative statement)	[sound:dangdai-B3L02-II-08.mp3]		
B3L02-II-09	包括	包括	bāokuò	V	to include	[sound:dangdai-B3L02-II-09.mp3]		
B3L02-II-10	解釋	解释	jiěshì	N	explanation	[sound:dangdai-B3L02-II-10.mp3]		
B3L02-II-11	顧客	顾客	gùkè	N	customer	[sound:dangdai-B3L02-II-11.mp3]		
B3L02-II-12	尤其	尤其	yóuqí	Adv	especially, in particular	[sound:dangdai-B3L02-II-12.mp3]		
B3L02-II-13	騙	骗	piàn	V	to cheat, to swindle	[sound:dangdai-B3L02-II-13.mp3]		
B3L02-II-14	頓	顿	dùn	M	verbal measure word for a duration of action	[sound:dangdai-B3L02-II-14.mp3]		
B3L02-II-15	辦法	办法	bànfǎ	N	solution	[sound:dangdai-B3L02-II-15.mp3]		
B3L02-II-16	自動	自动	zìdòng	Adv	by itself, on its own, automatically	[sound:dangdai-B3L02-II-16.mp3]		
B3L02-II-17	關機	关机	guānjī	Vp-sep	to turn off, to shut down	[sound:dangdai-B3L02-II-17.mp3]		
B3L02-II-18	修理	修理	xiūlǐ	V	to repair	[sound:dangdai-B3L02-II-18.mp3]		
B3L02-II-19	繳費	缴费	jiǎofèi	V-sep	to pay a fee	[sound:dangdai-B3L02-II-19.mp3]		
B3L02-II-20	預付卡	预付卡	yùfù kǎ	Ph	prepaid SIM card	[sound:dangdai-B3L02-II-20.mp3]		
B3L02-II-21	換成	换成	huàn chéng	Ph	to change to	[sound:dangdai-B3L02-II-21.mp3]		
B3L02-II-22	吃到飽	吃到饱	chī dào bǎo	Ph	unlimited data (lit. all you can eat)	[sound:dangdai-B3L02-II-22.mp3]		
B3L02-II-23	嚇一跳	吓一跳	xià yí tiào	Ph	shocked, startled, taken aback	[sound:dangdai-B3L02-II-23.mp3]		
B3L02-II-24	客服中心	客服中心	kèfú zhōngxīn	Ph	customer service center	[sound:dangdai-B3L02-II-24.mp3]		
B3L03-I-01	陳敏萱	陈敏萱	Chén Mǐnxuān		a woman from the Netherlands	[sound:dangdai-B3L03-I-01.mp3]		Character Name
B3L03-I-02	高橋健太	高桥健太	Gāoqiáo Jiàntài		a man from Japan	[sound:dangdai-B3L03-I-02.mp3]		Character Name
B3L03-I-03	空氣	空气	kōngqì	N	air	[sound:dangdai-B3L03-I-03.mp3]		
B3L03-I-04	影響	影响	yǐngxiǎng	N	influence	[sound:dangdai-B3L03-I-04.mp3]		
B3L03-I-05	穩定	稳定	wěndìng	Vs	stable	[sound:dangdai-B3L03-I-05.mp3]		
B3L03-I-06	幸虧	幸亏	xìngkuī	Adv	fortunately	[sound:dangdai-B3L03-I-06.mp3]		
B3L03-I-07	躲	躲	duǒ	Vi	to hide, to go into hiding	[sound:dangdai-B3L03-I-07.mp3]		
B3L03-I-08	度	度	dù	M	degree	[sound:dangdai-B3L03-I-08.mp3]		
B3L03-I-09	溫度	温度	wēndù	N	temperature	[sound:dangdai-B3L03-I-09.mp3]		
B3L03-I-10	零下	零下	língxià	Vs-attr	below zero	[sound:dangdai-B3L03-I-10.mp3]		
B3L03-I-11	感覺	感觉	gǎnjué	Vst	to feel	[sound:dangdai-B3L03-I-11.mp3]		
B3L03-I-12	實際	实际	shíjì	Vs	actual	[sound:dangdai-B3L03-I-12.mp3]		
B3L03-I-13	難怪	难怪	nánguài	Adv	it's no wonder, no wonder	[sound:dangdai-B3L03-I-13.mp3]		
B3L03-I-14	季節	季节	jìjié	N	season	[sound:dangdai-B3L03-I-14.mp3]		
B3L03-I-15	火鍋	火锅	huǒguō	N	hotpot	[sound:dangdai-B3L03-I-15.mp3]		
B3L03-I-16	海鮮	海鲜	hǎixiān	N	seafood	[sound:dangdai-B3L03-I-16.mp3]		
B3L03-I-17	新鮮	新鲜	xīnxiān	Vs	fresh	[sound:dangdai-B3L03-I-17.mp3]		
B3L03-I-18	櫻花	樱花	yīnghuā	N	cherry blossom	[sound:dangdai-B3L03-I-18.mp3]		
B3L03-I-19	變化	变化	biànhuà	N	change	[sound:dangdai-B3L03-I-19.mp3]		
B3L03-I-20	氣溫	气温	qìwēn	N	temperature (weather)	[sound:dangdai-B3L03-I-20.mp3]		
B3L03-I-21	差	差	chā	Vst	to differ	[sound:dangdai-B3L03-I-21.mp3]		
B3L03-I-22	幾乎	几乎	jīhū	Adv	almost	[sound:dangdai-B3L03-I-22.mp3]		
B3L03-I-23	乾	干	gān	Vs	dry	[sound:dangdai-B3L03-I-23.mp3]		
B3L03-I-24	發霉	发霉	fāméi	Vp-sep	to mildew	[sound:dangdai-B3L03-I-24.mp3]		
B3L03-I-25	除濕機	除湿机	chúshījī	N	dehumidifier	[sound:dangdai-B3L03-I-25.mp3]		
B3L03-I-26	雨季	雨季	yǔjì	N	rainy season	[sound:dangdai-B3L03-I-26.mp3]		
B3L03-I-27	涼快	凉快	liángkuài	Vs	cool	[sound:dangdai-B3L03-I-27.mp3]		
B3L03-I-28	潮濕	潮湿	cháoshī	Vs	humid	[sound:dangdai-B3L03-I-28.mp3]		
B3L03-I-29	悶	闷	mēn	Vs	stuffy	[sound:dangdai-B3L03-I-29.mp3]		
B3L03-I-30	冷氣	冷气	lěngqì	N	air conditioning	[sound:dangdai-B3L03-I-30.mp3]		
B3L03-I-31	荷蘭	荷兰	Hélán		the Netherlands (lit. Holland)	[sound:dangdai-B3L03-I-31.mp3]		Name
B3L03-I-32	出大太陽	出大太阳	chū dà tàiyáng	Ph	to be blazing hot	[sound:dangdai-B3L03-I-32.mp3]		
B3L03-I-33	颳風	刮风	guā fēng	Ph	to be windy (lit. blow wind)	[sound:dangdai-B3L03-I-33.mp3]		
B3L03-I-34	受到	受到	shòu dào	Ph	to receive, to be, to get	[sound:dangdai-B3L03-I-34.mp3]		
B3L03-I-35	受不了	受不了	shòu bù liǎo	Ph	can't stand it	[sound:dangdai-B3L03-I-35.mp3]		
B3L03-I-36	餓死了	饿死了	è sǐle	Ph	to starve to death (an exaggeration)	[sound:dangdai-B3L03-I-36.mp3]		
B3L03-I-37	後母臉	后母脸	hòumǔ liǎn	Ph	stepmother's face, i.e., stern and cruel look	[sound:dangdai-B3L03-I-37.mp3]		
B3L03-II-01	祖先	祖先	zǔxiān	N	ancestor	[sound:dangdai-B3L03-II-01.mp3]		
B3L03-II-02	移民	移民	yímín	Vi	to immigrate, to emigrate	[sound:dangdai-B3L03-II-02.mp3]		
B3L03-II-03	當中	当中	dāngzhōng	N	of, amongst	[sound:dangdai-B3L03-II-03.mp3]		
B3L03-II-04	根據	根据	gēnjù	Prep	based on, in accordance with, according to	[sound:dangdai-B3L03-II-04.mp3]		
B3L03-II-05	農曆	农历	nónglì	N	the lunar calendar (lit. the agricultural calendar)	[sound:dangdai-B3L03-II-05.mp3]		
B3L03-II-06	農業	农业	nóngyè	N	agriculture	[sound:dangdai-B3L03-II-06.mp3]		
B3L03-II-07	農人	农人	nóngrén	N	farmer	[sound:dangdai-B3L03-II-07.mp3]		
B3L03-II-08	難得	难得	nándé	Vs	hard-to-come-by, rare	[sound:dangdai-B3L03-II-08.mp3]		
B3L03-II-09	祭祖	祭祖	jìzǔ	Vi	to venerate ancestors	[sound:dangdai-B3L03-II-09.mp3]		
B3L03-II-10	拜	拜	bài	V	to honor, to pay homage to	[sound:dangdai-B3L03-II-10.mp3]		
B3L03-II-11	神	神	shén	N	gods, divinities	[sound:dangdai-B3L03-II-11.mp3]		
B3L03-II-12	拜拜	拜拜	bàibài	Vi	to present offerings to gods or ancestors	[sound:dangdai-B3L03-II-12.mp3]		
B3L03-II-13	蚊蟲	蚊虫	wénchóng	N	mosquitoes and other insects	[sound:dangdai-B3L03-II-13.mp3]		
B3L03-II-14	戴	戴	dài	V	to wear (items other than those that cover the torso, legs, or feet, mostly ornamental items.)	[sound:dangdai-B3L03-II-14.mp3]		
B3L03-II-15	香包	香包	xiāngbāo	N	fragrant sachet	[sound:dangdai-B3L03-II-15.mp3]		
B3L03-II-16	掛	挂	guà	V	to hang	[sound:dangdai-B3L03-II-16.mp3]		
B3L03-II-17	瘟疫	瘟疫	wēnyì	N	pestilence, plague	[sound:dangdai-B3L03-II-17.mp3]		
B3L03-II-18	做法	做法	zuòfǎ	N	method, way of doing something	[sound:dangdai-B3L03-II-18.mp3]		
B3L03-II-19	多少	多少	duōshǎo	Adv	somewhat	[sound:dangdai-B3L03-II-19.mp3]		
B3L03-II-20	作用	作用	zuòyòng	N	effect	[sound:dangdai-B3L03-II-20.mp3]		
B3L03-II-21	迷信	迷信	míxìn	N	superstition	[sound:dangdai-B3L03-II-21.mp3]		
B3L03-II-22	收成	收成	shōuchéng	N	harvest	[sound:dangdai-B3L03-II-22.mp3]		
B3L03-II-23	民族	民族	mínzú	N	ethnic group	[sound:dangdai-B3L03-II-23.mp3]		
B3L03-II-24	月亮	月亮	yuèliàng	N	moon	[sound:dangdai-B3L03-II-24.mp3]		
B3L03-II-25	圓	圆	yuán	Vs	round	[sound:dangdai-B3L03-II-25.mp3]		
B3L03-II-26	社會	社会	shèhuì	N	society	[sound:dangdai-B3L03-II-26.mp3]		
B3L03-II-27	團聚	团聚	tuánjù	Vi	to get-together, to reunite; reunion of family members (in this lesson)	[sound:dangdai-B3L03-II-27.mp3]		
B3L03-II-28	月餅	月饼	yuèbǐng	N	moon cake (shaped like the moon)	[sound:dangdai-B3L03-II-28.mp3]		
B3L03-II-29	柚子	柚子	yòuzi	N	pomelo	[sound:dangdai-B3L03-II-29.mp3]		
B3L03-II-30	故事	故事	gùshì	N	story	[sound:dangdai-B3L03-II-30.mp3]		
B3L03-II-31	溫馨	温馨	wēnxīn	Vs	warm, heart-warming	[sound:dangdai-B3L03-II-31.mp3]		
B3L03-II-32	端午節	端午节	Duānwǔ jié		the Dragon Boat Festival (the 5th day of the 5th month)	[sound:dangdai-B3L03-II-32.mp3]		Name
B3L03-II-33	中秋節	中秋节	Zhōngqiū jié		the Mid-autumn Moon Festival (the 15th day of the 8th month)	[sound:dangdai-B3L03-II-33.mp3]		Name
B3L03-II-34	雄黃酒	雄黄酒	xiónghuáng jiǔ		realgar liquor, a wine seasoned with realgar, a type of arsenic, and is traditionally considered to be an antidote to other poisons	[sound:dangdai-B3L03-II-34.mp3]		Name
B3L03-II-35	古時候	古时候	gǔ shíhòu	Ph	historically; in ancient times	[sound:dangdai-B3L03-II-35.mp3]		
B3L03-II-36	趕走	赶走	gǎnzǒu	Ph	to drive away	[sound:dangdai-B3L03-II-36.mp3]		
B3L03-II-37	過節	过节	guò jié	Ph	to spend the holiday in some manner	[sound:dangdai-B3L03-II-37.mp3]		
B3L04-I-01	愛	爱	ài	Vst	to love	[sound:dangdai-B3L04-I-01.mp3]		
B3L04-I-02	人情味	人情味	rénqíngwèi	N	to be hospitable, kind, friendly	[sound:dangdai-B3L04-I-02.mp3]		
B3L04-I-03	放	放	fàng	V	to release	[sound:dangdai-B3L04-I-03.mp3]		
B3L04-I-04	天燈	天灯	tiāndēng	N	sky lantern	[sound:dangdai-B3L04-I-04.mp3]		
B3L04-I-05	願望	愿望	yuànwàng	N	wish	[sound:dangdai-B3L04-I-05.mp3]		
B3L04-I-06	訊號	讯号	xùnhào	N	signal (data connection)	[sound:dangdai-B3L04-I-06.mp3]		
B3L04-I-07	元宵	元宵	yuánxiāo	N	sweet sticky rice dumplings	[sound:dangdai-B3L04-I-07.mp3]		
B3L04-I-08	牆	墙	qiáng	N	wall	[sound:dangdai-B3L04-I-08.mp3]		
B3L04-I-09	耐心	耐心	nàixīn	N	patience	[sound:dangdai-B3L04-I-09.mp3]		
B3L04-I-10	感動	感动	gǎndòng	Vs	to be touched, moved	[sound:dangdai-B3L04-I-10.mp3]		
B3L04-I-11	擔仔麵	担仔面	dànzǎimiàn	N	danzai noodles (special dish from Tainan)	[sound:dangdai-B3L04-I-11.mp3]		
B3L04-I-12	招牌	招牌	zhāopái	N	store sign	[sound:dangdai-B3L04-I-12.mp3]		
B3L04-I-13	當地	当地	dāngdì	Vs-attr	local	[sound:dangdai-B3L04-I-13.mp3]		
B3L04-I-14	賺	赚	zhuàn	V	to earn	[sound:dangdai-B3L04-I-14.mp3]		
B3L04-I-15	而	而	ér	Adv	on the other hand, rather	[sound:dangdai-B3L04-I-15.mp3]		
B3L04-I-16	交	交	jiāo	V	to make (friends)	[sound:dangdai-B3L04-I-16.mp3]		
B3L04-I-17	理想	理想	lǐxiǎng	N	ideals, aspirations	[sound:dangdai-B3L04-I-17.mp3]		
B3L04-I-18	剛剛	刚刚	gānggāng	Adv	just now	[sound:dangdai-B3L04-I-18.mp3]		
B3L04-I-19	改天	改天	gǎitiān	Adv	some other day	[sound:dangdai-B3L04-I-19.mp3]		
B3L04-I-20	無聊	无聊	wúliáo	Vs	boring, dull	[sound:dangdai-B3L04-I-20.mp3]		
B3L04-I-21	東區	东区	dōngqū	N	the East District (of Taipei)	[sound:dangdai-B3L04-I-21.mp3]		
B3L04-I-22	煙火	烟火	yānhuǒ	N	fireworks	[sound:dangdai-B3L04-I-22.mp3]		
B3L04-I-23	跨年	跨年	kuànián	Vi	welcome in the (solar) New Year (lit. span the years)	[sound:dangdai-B3L04-I-23.mp3]		
B3L04-I-24	種類	种类	zhǒnglèi	N	type, category	[sound:dangdai-B3L04-I-24.mp3]		
B3L04-I-25	價錢	价钱	jiàqián	N	price	[sound:dangdai-B3L04-I-25.mp3]		
B3L04-I-26	感覺	感觉	gǎnjué	N	feeling; a feeling of...	[sound:dangdai-B3L04-I-26.mp3]		
B3L04-I-27	雞排	鸡排	jīpái	N	chicken fillet	[sound:dangdai-B3L04-I-27.mp3]		
B3L04-I-28	口	口	kǒu	M	mouthful	[sound:dangdai-B3L04-I-28.mp3]		
B3L04-I-29	紅茶	红茶	hóngchá	N	black tea (lit. red tea)	[sound:dangdai-B3L04-I-29.mp3]		
B3L04-I-30	平溪	平溪	Píngxī		Pingxi, a town in northern Taiwan	[sound:dangdai-B3L04-I-30.mp3]		Name
B3L04-I-31	元宵節	元宵节	Yuánxiāo jié		the Lantern Festival (15th day of the 1st month)	[sound:dangdai-B3L04-I-31.mp3]		Name
B3L04-I-32	孔廟	孔庙	Kǒngmiào		Confucian Temple	[sound:dangdai-B3L04-I-32.mp3]		Name
B3L04-I-33	校外教學	校外教学	xiàowài jiāoxué	Ph	field trip, class excursion	[sound:dangdai-B3L04-I-33.mp3]		
B3L04-I-34	碰到	碰到	pèngdào	Ph	to run into	[sound:dangdai-B3L04-I-34.mp3]		
B3L04-I-35	水煎包	水煎包	shuǐjiān bāo	Ph	pan-fried pork bun	[sound:dangdai-B3L04-I-35.mp3]		
B3L04-II-01	同事	同事	tóngshì	N	colleague, coworker	[sound:dangdai-B3L04-II-01.mp3]		
B3L04-II-02	美食	美食	měishí	N	delicacies, delicious foods	[sound:dangdai-B3L04-II-02.mp3]		
B3L04-II-03	上	上	shàng	V	to go up to	[sound:dangdai-B3L04-II-03.mp3]		
